Package,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,Archs,MD5sum,NeedsCompilation,Additional_repositories,Author,Authors@R,Biarch,BugReports,BuildKeepEmpty,BuildManual,BuildResaveData,BuildVignettes,Built,ByteCompile,Classification/ACM,Classification/ACM-2012,Classification/JEL,Classification/MSC,Classification/MSC-2010,Collate,Collate.unix,Collate.windows,Contact,Copyright,Date,Date/Publication,Description,Encoding,KeepSource,Language,LazyData,LazyDataCompression,LazyLoad,MailingList,Maintainer,Note,Packaged,RdMacros,StagedInstall,SysDataCompression,SystemRequirements,Title,Type,URL,UseLTO,VignetteBuilder,ZipData,Path,X-CRAN-Comment,Published,Reverse depends,Reverse imports,Reverse linking to,Reverse suggests,Reverse enhances,Deadline,DOI
ggfootball,0.2.1,NA,R (>= 4.1.0),"base64enc, dplyr (>= 1.0.0), gdtools, gfonts, ggiraph,
ggplot2, ggsoccer, glue, highcharter, rvest, stringi, stringr,
jsonlite, readr, tibble",NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,b59773eb2460239336b32499a6f09647,no,NA,"Aymen Nasri [aut, cre, cph]","
    person(""Aymen"", ""Nasri"", , ""aymennasrii@proton.me"", role = c(""aut"", ""cre"", ""cph""))",NA,https://github.com/aymennasri/ggfootball/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-22 23:00:02 UTC,"Scrapes football match shots data from 'Understat' <https://understat.com/> and visualizes it using interactive plots:
    - A detailed shot map displaying the location, type, and xG value of shots taken by both teams.
    - An xG timeline chart showing the cumulative xG for each team over time, annotated with the details of scored goals.",UTF-8,NA,NA,NA,NA,NA,NA,Aymen Nasri <aymennasrii@proton.me>,NA,2025-03-22 22:49:49 UTC; aymen,NA,NA,NA,NA,"Plotting Football Matches Expected Goals (xG) Stats with
'Understat' Data",NA,http://aymennasri.me/ggfootball/,NA,NA,NA,NA,NA,2025-03-22,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggfootball
ggforce,0.4.2,NA,"ggplot2 (>= 3.3.6), R (>= 3.3.0)","Rcpp (>= 0.12.2), grid, scales, MASS, tweenr (>= 0.1.5),
gtable, rlang, polyclip, stats, grDevices, tidyselect, withr,
utils, lifecycle, cli, vctrs, systemfonts","Rcpp, RcppEigen","sessioninfo, concaveman, deldir, latex2exp, reshape2, units
(>= 0.4-6), covr",NA,MIT + file LICENSE,NA,NA,NA,NA,0ad559deefa799dd6c3f2688dc5a9484,yes,NA,"Thomas Lin Pedersen [cre, aut]
    (<https://orcid.org/0000-0002-5147-4711>),
  RStudio [cph]","
    c(person(given = ""Thomas Lin"",
             family = ""Pedersen"",
             role = c(""cre"", ""aut""),
             email = ""thomasp85@gmail.com"",
             comment = c(ORCID = ""0000-0002-5147-4711"")),
      person(""RStudio"",
             role = ""cph""))",NA,https://github.com/thomasp85/ggforce/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'RcppExports.R' 'aaa.R' 'shape.R' 'arc_bar.R' 'arc.R'
'autodensity.R' 'autohistogram.R' 'autopoint.R' 'bezier.R'
'bspline.R' 'bspline_closed.R' 'circle.R' 'diagonal.R'
'diagonal_wide.R' 'ellipse.R' 'errorbar.R'
'facet_grid_paginate.R' 'facet_matrix.R' 'facet_row.R'
'facet_stereo.R' 'facet_wrap_paginate.R' 'facet_zoom.R'
'ggforce-package.R' 'ggproto-classes.R' 'interpolate.R'
'labeller.R' 'link.R' 'mark_circle.R' 'mark_ellipse.R'
'mark_hull.R' 'mark_label.R' 'mark_rect.R' 'parallel_sets.R'
'position-jitternormal.R' 'position_auto.R'
'position_floatstack.R' 'regon.R' 'scale-depth.R'
'scale-unit.R' 'sina.R' 'spiro.R' 'themes.R' 'trans.R'
'trans_linear.R' 'utilities.R' 'voronoi.R' 'zzz.R'",NA,NA,NA,NA,NA,2024-02-19 11:00:02 UTC,"The aim of 'ggplot2' is to aid in visual data investigations. This
    focus has led to a lack of facilities for composing specialised plots.
    'ggforce' aims to be a collection of mainly new stats and geoms that fills
    this gap. All additional functionality is aimed to come through the official
    extension system so using 'ggforce' should be a stable experience.",UTF-8,NA,NA,NA,NA,NA,NA,Thomas Lin Pedersen <thomasp85@gmail.com>,NA,2024-02-19 08:06:23 UTC; thomas,NA,NA,NA,NA,Accelerating 'ggplot2',Package,"https://ggforce.data-imaginist.com,
https://github.com/thomasp85/ggforce",NA,NA,NA,NA,NA,2024-02-19,"CAvariants, lmap","akc, animalcules, APackOfTheClones, autonomics, BayesianReasoning, Bchron, BindingSiteFinder, BioM2, BOBaFIT, BTSPAS, bulkAnalyseR, CA3variants, CBNplot, Certara.RsNLME.ModelBuilder, circumplex, CKMRpop, crm12Comb, CytoMDS, deeptime, DESpace, dgpsi, dynamite, extraChIPs, eyetools, ferrn, flametree, FlowSOM, fluxible, formods, funkyheatmap, GABB, geneticae, GeneTonic, GGEBiplots, ggESDA, ggfacto, ggmsa, GGoutlieR, ggPMX, ggraph, GimmeMyPlot, GLMMcosinor, GNAR, helixvis, HotellingEllipse, hypeR, IPV, iraceplot, jtdm, klovan, kollaR, LipidomicsR, metan, metaprotr, monolix2rx, mosdef, myClim, NACHO, NeuralSens, nlmixr2rpt, nonmem2rx, NormalyzerDE, pathlinkR, PepMapViz, PieGlyph, PKbioanalysis, plinkQC, plot4fun, qcapower, rasterdiv, Relectoral, rusk, RVenn, scatterpie, schex, scHOT, scRNAseqApp, sgboost, SHAPforxgboost, siland, SpatialCPie, spicyR, sSNAPPY, statgenHTP, synergyfinder, tabularmaps, UComp, vissE, walkboutr, webr, Xplortext, xpose",NA,"AlleleShift, bartMan, BayesERtools, bayesmove, complexlm, Coxmos, cubble, enrichplot, ensr, epicmodel, fddm, GGally, ggiraphExtra, ggsc, IgGeneUsage, industRial, manynet, meteospain, MLVSBM, morepls, papaja, pctax, plotthis, pointblank, protti, rinat, sdmTMB, Signac, simDAG, snahelper, SpaNorm, sspm, stars, tectonicr, textplot, tidycat, tsgc, whippr",NA,NA,10.32614/CRAN.package.ggforce
ggformula,0.12.0,NA,"R (>= 4.1), ggplot2 (>= 3.3), scales, ggridges","mosaicCore (>= 0.7.0), rlang, tibble, stringr, grid, labelled",NA,"tidyr, mosaicData, dplyr, lattice, mosaic, palmerpenguins,
testthat, vdiffr, knitr, rmarkdown, lubridate, survival, broom,
maps, sf, purrr, ggthemes, covr, ggplot2movies, interp,
quantreg",NA,MIT + file LICENSE,NA,NA,NA,NA,8eee6fba1dc5081b680ecd4ae73c42b4,no,NA,"Daniel Kaplan [aut],
  Randall Pruim [aut, cre]","c(
    person(""Daniel"", ""Kaplan"", email = ""kaplan@macalester.edu"", role = c(""aut"")),
    person(""Randall"", ""Pruim"", email = ""rpruim@calvin.edu"", role = c(""aut"",""cre""))
    )",NA,https://github.com/ProjectMOSAIC/ggformula/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'MIpop-doc.R' 'formula2aes.R' 'gf_aux.R' 'gf_dist.R'
'layer_factory.R' 'gf_function2d.R' 'gf_functions.R'
'gf_plot.R' 'ggridges.R' 'ggstrings.R' 'newplots.R'
'reexports.R' 'scales.R' 'utils.R' 'relabel.R' 'vdiffr.R'
'ggstance-deprecated.R' 'ggformula-package.R' 'zzz.R'",NA,NA,NA,NA,NA,2023-11-09 12:30:07 UTC,Provides a formula interface to 'ggplot2' graphics.,UTF-8,NA,NA,TRUE,NA,TRUE,NA,Randall Pruim <rpruim@calvin.edu>,NA,2023-11-05 00:20:54 UTC; rpruim,NA,NA,NA,NA,Formula Interface to the Grammar of Graphics,Package,https://github.com/ProjectMOSAIC/ggformula,NA,knitr,NA,NA,NA,2023-11-09,pubh,"coursekata, IGoRRR, MESS, mosaic, mosaicCalc, mosaicModel, transmem",NA,"covidmx, fastR2, LMD, mosaicCore, mosaicData",NA,NA,10.32614/CRAN.package.ggformula
ggfortify,0.4.17,NA,"methods, ggplot2 (>= 2.0.0)","dplyr (>= 0.3), tidyr, gridExtra, grid, scales, stringr,
tibble",NA,"testthat, cluster, changepoint, fGarch, forecast, ggrepel,
glmnet, grDevices, KFAS, knitr, lintr, mapdata, markdown, MASS,
MSwM, nlme, raster, ROCR, sp, stats, strucchange, survival,
timeSeries, tseries, utils, vars, xts, zoo, lfda",NA,MIT + file LICENSE,NA,NA,NA,NA,c955b289648561767010778cc09c03ac,no,NA,"Masaaki Horikoshi [aut],
  Yuan Tang [aut, cre] (<https://orcid.org/0000-0001-5243-233X>),
  Austin Dickey [ctb],
  Matthias Grenié [ctb],
  Ryan Thompson [ctb],
  Luciano Selzer [ctb],
  Dario Strbenac [ctb],
  Kirill Voronin [ctb],
  Damir Pulatov [ctb]","c(
  person(""Masaaki"", ""Horikoshi"", role = c(""aut""),
         email = ""sinhrks@gmail.com""),
  person(""Yuan"", ""Tang"", role = c(""aut"", ""cre""),
         email = ""terrytangyuan@gmail.com"",
         comment = c(ORCID = ""0000-0001-5243-233X"")),
  person(""Austin"", ""Dickey"", role = c(""ctb"")),
  person(""Matthias"", ""Grenié"", role = c(""ctb"")),
  person(""Ryan"", ""Thompson"", role = c(""ctb"")),
  person(""Luciano"", ""Selzer"", role = c(""ctb"")),
  person(""Dario"", ""Strbenac"", role = c(""ctb"")),
  person(""Kirill"", ""Voronin"", role = c(""ctb"")),
  person(""Damir"", ""Pulatov"", role = c(""ctb""))
  )",NA,https://github.com/sinhrks/ggfortify/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-16,2024-04-17 04:30:04 UTC,"Unified plotting tools for statistics commonly used, such as GLM,
    time series, PCA families, clustering and survival analysis. The package offers
    a single plotting interface for these analysis results and plots in a unified
    style using 'ggplot2'.",UTF-8,NA,NA,NA,NA,NA,NA,Yuan Tang <terrytangyuan@gmail.com>,NA,2024-04-17 01:48:37 UTC; terrytangyuan,NA,NA,NA,NA,Data Visualization Tools for Statistical Analysis Results,Package,https://github.com/sinhrks/ggfortify,NA,knitr,NA,NA,NA,2024-04-17,hermes,"autoplotly, BEKKs, clustcurv, conjoint, DImodelsVis, DRomics, IMAS, IVAS, ivDiag, netcom, omu, robCompositions, stability, statVisual",NA,"BayesFBHborrow, bayesforecast, bayesplot, BrailleR, coreCollection, DDPNA, fftab, ibawds, IBMPopSim, matrixset, MiMIR, mixpoissonreg, mlr3viz, nortsTest, portfolioBacktest, tfrmt, tsgc",NA,NA,10.32614/CRAN.package.ggfortify
ggfoundry,0.3.1,NA,"ggplot2 (>= 3.5.0), R (>= 4.1)","cli, grid, grImport2, lifecycle, rlang",NA,"dplyr, forcats, ggimage, httr, knitr, rmarkdown, spelling,
stringr, testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,31b3ed20c7a71850fa50f6ebbefb1df0,no,NA,"Carl Goodwin [aut, cre, cph]","person(""Carl"", ""Goodwin"", email = ""carl.goodwin@quantumjitter.com"",
  role = c(""aut"", ""cre"", ""cph""))",NA,https://github.com/cgoo4/ggfoundry/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-06 15:42:02 UTC,"A 'ggplot2' extension that supports arbitrary 
    hand-crafted colourable & fillable shapes. New shapes may be feature 
    requested via a Github issue.",UTF-8,NA,en-GB,NA,NA,NA,NA,Carl Goodwin <carl.goodwin@quantumjitter.com>,NA,2024-07-06 15:29:59 UTC; carlgoodwin,NA,NA,NA,NA,Shape Foundry & Geom for 'ggplot2',Package,"https://github.com/cgoo4/ggfoundry,
https://cgoo4.github.io/ggfoundry/",NA,knitr,NA,NA,NA,2024-07-06,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggfoundry
ggfun,0.1.8,NA,R (>= 4.1.0),"cli, dplyr, ggplot2, grid, rlang, utils, yulab.utils (>=
0.1.6)",NA,"ggplotify, knitr, rmarkdown, prettydoc, tidyr, ggnewscale",NA,Artistic-2.0,NA,NA,NA,NA,07cd5ec8e7f77106c98209796b535eeb,no,NA,"Guangchuang Yu [aut, cre, cph]
    (<https://orcid.org/0000-0002-6485-8781>),
  Shuangbin Xu [aut] (<https://orcid.org/0000-0003-3513-5362>)","c(
       person(""Guangchuang"", ""Yu"",     email = ""guangchuangyu@gmail.com"", role = c(""aut"", ""cre"", ""cph""), comment = c(ORCID = ""0000-0002-6485-8781"")),
       person(""Shuangbin"", ""Xu"",       email = ""xshuangbin@163.com"",      role = ""aut"", comment = c(ORCID=""0000-0003-3513-5362""))
       )",NA,https://github.com/YuLab-SMU/ggfun/issues,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-03 10:20:02 UTC,"Useful functions and utilities for 'ggplot' object (e.g., geometric layers, themes, and utilities to edit the object).",UTF-8,NA,NA,NA,NA,NA,NA,Guangchuang Yu <guangchuangyu@gmail.com>,NA,2024-12-03 09:57:40 UTC; HUAWEI,NA,NA,NA,NA,Miscellaneous Functions for 'ggplot2',NA,https://github.com/YuLab-SMU/ggfun,NA,knitr,NA,NA,NA,2024-12-03,NA,"aplot, aplotExtra, enrichplot, fanyi, FossilSim, ggbreak, ggimage, ggsc, ggtangle, ggtree, MicrobiotaProcess, scatterpie, tidydr",NA,delimtools,NA,NA,10.32614/CRAN.package.ggfun
ggfx,1.0.1,NA,NA,"magick (>= 2.7.1), ragg, grid, ggplot2, grDevices, gtable,
rlang",NA,"covr, knitr, rmarkdown, farver (>= 2.1.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,6d450a409494eb4d15e7506712ccf5ac,no,NA,"Thomas Lin Pedersen [aut, cre]
    (<https://orcid.org/0000-0002-5147-4711>),
  RStudio [cph, fnd]","
    c(person(given = ""Thomas Lin"",
             family = ""Pedersen"",
             role = c(""aut"", ""cre""),
             email = ""thomasp85@gmail.com"",
             comment = c(ORCID = ""0000-0002-5147-4711"")),
      person(given = ""RStudio"",
             role = c(""cph"", ""fnd"")))",NA,https://github.com/thomasp85/ggfx/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-22 08:00:06 UTC,"Provides a range of filters that can be applied to layers from the 
    'ggplot2' package and its extensions, along with other graphic elements such 
    as guides and theme elements. The filters are applied at render time and 
    thus uses the exact pixel dimensions needed.",UTF-8,NA,NA,NA,NA,NA,NA,Thomas Lin Pedersen <thomasp85@gmail.com>,NA,2022-08-22 07:41:01 UTC; thomas,NA,NA,NA,NA,Pixel Filters for 'ggplot2' and 'grid',NA,"https://ggfx.data-imaginist.com, https://github.com/thomasp85/ggfx",NA,knitr,NA,NA,NA,2022-08-22,NA,WorldMapR,NA,whitewater,NA,NA,10.32614/CRAN.package.ggfx
gggap,1.0.1,NA,NA,"ggplot2, cowplot, grid",NA,NA,NA,GPL-3,NA,NA,NA,NA,a0e67bfa566ce38a1b3afe712351c0dd,no,NA,"Carlos Morales [aut, cre],
  Jiacheng Lou [aut],
  Jing Zhang [aut],
  Yizhu Lvy [aut],
  Zhi Jin [aut]","c(
    person(""Carlos"", ""Morales"", role=c(""aut"", ""cre""), email = ""carlosmorales777@gmail.com""),
    person(""Jiacheng"", ""Lou"", role = ""aut""),
    person(""Jing"", ""Zhang"", role = ""aut""),
    person(""Yizhu"", ""Lvy"", role = ""aut""),
    person(""Zhi"", ""Jin"", role = ""aut"")
    )",NA,https://github.com/cmoralesmx/gggap/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-11-20 09:20:02 UTC,"The function gggap() streamlines the creation of segments on
    the y-axis of 'ggplot2' plots which is otherwise not a trivial task to
    accomplish.",UTF-8,NA,NA,true,NA,NA,NA,Carlos Morales <carlosmorales777@gmail.com>,NA,2020-11-17 13:25:12 UTC; cmoralesmx,NA,NA,NA,NA,"Streamlined Creation of Segments on the Y-Axis of 'ggplot2'
Plots",Package,https://github.com/cmoralesmx/gggap,NA,NA,NA,NA,NA,2020-11-20,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.gggap
gggenes,0.5.1,NA,R (>= 3.6),"grid (>= 3.3.0), ggplot2 (>= 2.2.1), ggfittext (>= 0.8.0),
rlang (>= 0.2.0)",NA,"testthat, knitr, rmarkdown, vdiffr, spelling",NA,GPL-2,NA,NA,NA,NA,4d0a9493eca86eeac48fb62b472e5879,no,NA,"David Wilkins [aut, cre],
  Zachary Kurtz [ctb]","c(person(""David"", ""Wilkins"", email = ""david@wilkox.org"",
                  role = c(""aut"", ""cre"")),
             person(""Zachary"", ""Kurtz"", email = ""zdkurtz@gmail.com"",
                  role = c(""ctb"")))",NA,https://github.com/wilkox/gggenes/issues/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-05 11:50:10 UTC,A 'ggplot2' extension for drawing gene arrow maps.,UTF-8,NA,en-US,true,NA,NA,NA,David Wilkins <david@wilkox.org>,NA,2023-09-05 05:34:29 UTC; wilkox,NA,NA,NA,NA,Draw Gene Arrow Maps in 'ggplot2',NA,https://wilkox.org/gggenes/,NA,knitr,NA,NA,NA,2023-09-05,NA,"ChromSCape, shapviz",NA,ggmsa,NA,NA,10.32614/CRAN.package.gggenes
gggenomes,1.0.1,NA,"R (>= 3.4.2), ggplot2 (>= 3.5.0),","vctrs, rlang, dplyr, tidyr, readr (>= 2.0.0), purrr, tibble,
stringr, grid, jsonlite, snakecase, magrittr, scales,
tidyselect, colorspace, methods, utils, ellipsis",NA,"testthat, ggtree, patchwork, Hmisc, knitr, ggrepel, IRanges,",NA,MIT + file LICENSE,NA,NA,NA,NA,401ecb578eb8ef83ebd96fb53be8db71,no,NA,"Thomas Hackl [aut, cre],
  Markus J. Ankenbrand [aut],
  Bart van Adrichem [aut],
  Kristina Haslinger [ctb, sad]","c(
  person(""Thomas"", ""Hackl"", email = ""t.hackl@rug.nl"", role = c(""aut"", ""cre"")),
  person(""Markus J."", ""Ankenbrand"", email = ""iimog@iimog.org"", role = c(""aut"")),
  person(""Bart"", ""van Adrichem"", role = c(""aut"")),
  person(""Kristina"", ""Haslinger"", email = ""k.haslinger@rug.nl"", role = c(""ctb"", ""sad"")))",NA,https://github.com/thackl/gggenomes/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-08-30 11:40:02 UTC,"An extension of 'ggplot2' for creating complex genomic
 maps. It builds on the power of 'ggplot2' and 'tidyverse' adding new 'ggplot2'-style
 geoms & positions and 'dplyr'-style verbs to manipulate the underlying data. It
 implements a layout concept inspired by 'ggraph' and introduces tracks to bring
 tidiness to the mess that is genomics data.",UTF-8,NA,NA,true,NA,NA,NA,Thomas Hackl <t.hackl@rug.nl>,NA,2024-08-30 11:05:40 UTC; thackl,NA,NA,NA,NA,A Grammar of Graphics for Comparative Genomics,NA,https://github.com/thackl/gggenomes,NA,knitr,NA,NA,NA,2024-08-30,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.gggenomes
ggghost,0.2.1,NA,"R (>= 3.2.0), ggplot2, animation",NA,NA,testthat,NA,GPL (>= 3),NA,NA,NA,NA,bc26b955e21283af89bdf41f0c5158e2,no,NA,"Jonathan Carroll [aut, cre]","person(""Jonathan"", ""Carroll"", email = ""rpkg@jcarroll.com.au"", role = c(""aut"", ""cre""))",NA,https://github.com/jonocarroll/ggghost/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-20 10:35:17,Creates a reproducible 'ggplot2' object by storing the data and calls. ,UTF-8,NA,NA,true,NA,NA,NA,Jonathan Carroll <rpkg@jcarroll.com.au>,NA,2016-08-19 13:03:57 UTC; jono,NA,NA,NA,NA,Capture the Spirit of Your 'ggplot2' Calls,NA,https://github.com/jonocarroll/ggghost,NA,NA,NA,NA,NA,2016-08-20,NA,NA,NA,NA,NA,2025-04-14,10.32614/CRAN.package.ggghost
gggibbous,0.1.1,NA,"ggplot2 (>= 3.2.1), R (>= 3.6.0)","grid, scales (>= 1.0.0)",NA,"knitr, mapproj, maps, rmarkdown, testthat (>= 2.1.0), vdiffr
(>= 0.3.1)",NA,GPL-3,NA,NA,NA,NA,75c188ad55e78850eb954ddd0bd146f9,no,NA,"Michael Bramson [aut, cre]","person(""Michael"", ""Bramson"", email = ""mnbramson@gmail.com"",
    role = c(""aut"", ""cre""))",NA,https://github.com/mnbram/gggibbous/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-06 17:40:10 UTC,"Moon charts are like pie charts except that the proportions are
    shown as crescent or gibbous portions of a circle, like the lit and unlit
    portions of the moon. As such, they work best with only one or two groups.
    'gggibbous' extends 'ggplot2' to allow for plotting multiple moon charts in
    a single panel and does not require a square coordinate system.",UTF-8,NA,NA,true,NA,NA,NA,Michael Bramson <mnbramson@gmail.com>,NA,2021-01-05 00:06:26 UTC; mike,NA,NA,NA,NA,"Moon Charts, a Pie Chart Alternative",NA,https://github.com/mnbram/gggibbous,NA,knitr,NA,NA,NA,2021-01-06,NA,"calendR, calendRio",NA,AlleleShift,NA,NA,10.32614/CRAN.package.gggibbous
gggrid,0.2-0,NA,"grid, ggplot2",NA,NA,"knitr, rmarkdown, vwline",NA,GPL-3,NA,NA,NA,NA,62c71fbb5eb60537a1f6e27420b908b9,no,NA,"Paul Murrell [aut, cre]","c(person(""Paul"", ""Murrell"", email = ""paul@stat.auckland.ac.nz"",
                    role = c(""aut"", ""cre"")))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-01-11 09:12:45 UTC,"An extension of 'ggplot2' that makes it easy to add
             raw 'grid' output, such as customised annotations, to a 
             'ggplot2' plot.  ",NA,NA,NA,NA,NA,NA,NA,Paul Murrell <paul@stat.auckland.ac.nz>,NA,2022-01-11 00:16:54 UTC; pmur002,NA,NA,NA,NA,Draw with 'grid' in 'ggplot2',Package,"https://github.com/pmur002/gggrid,https://stattech.wordpress.fos.auckland.ac.nz/2021/05/31/2021-01-accessing-grid-from-ggplot2/",NA,knitr,NA,NA,NA,2022-01-11,NA,locuszoomr,NA,xdvir,NA,NA,10.32614/CRAN.package.gggrid
ggh4x,0.3.0,NA,ggplot2 (>= 3.5.0),"grid, gtable, scales, vctrs (>= 0.5.0), rlang (>= 1.1.0),
lifecycle, stats, cli",NA,"covr, fitdistrplus, ggdendro, vdiffr, knitr, MASS, rmarkdown,
testthat (>= 3.0.0), utils",NA,MIT + file LICENSE,NA,NA,NA,NA,e527f27c933818bc6490b209d8dba54f,no,NA,"Teun van den Brand [aut, cre] (<https://orcid.org/0000-0002-9335-7468>)","
    person(given = ""Teun"",
           family = ""van den Brand"",
           role = c(""aut"", ""cre""),
           email = ""tahvdbrand@gmail.com"",
           comment = c(ORCID = ""0000-0002-9335-7468""))",NA,https://github.com/teunbrand/ggh4x/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'at_panel.R' 'borrowed_ggplot2.R' 'conveniences.R'
'ggh4x_extensions.R' 'coord_axes_inside.R'
'element_part_rect.R' 'facet_grid2.R' 'facet_wrap2.R'
'facet_manual.R' 'facet_nested.R' 'facet_nested_wrap.R'
'facetted_pos_scales.R' 'force_panelsize.R' 'geom_box.R'
'geom_outline_point.R' 'geom_pointpath.R'
'geom_polygonraster.R' 'geom_rectrug.R' 'geom_text_aimed.R'
'ggh4x-package.R' 'guide_axis_logticks.R' 'guide_axis_manual.R'
'guide_axis_minor.R' 'guide_axis_nested.R'
'guide_axis_scalebar.R' 'guide_axis_truncated.R'
'guide_axis_utils.R' 'guide_dendrogram.R'
'guide_stringlegend.R' 'help_secondary.R'
'position_disjoint_ranges.R' 'position_lineartrans.R'
'scale_dendrogram.R' 'scale_facet.R' 'scale_listed.R'
'scale_manual.R' 'scale_multi.R' 'stat_difference.R'
'stat_funxy.R' 'stat_rle.R' 'stat_roll.R' 'stat_theodensity.R'
'strip_vanilla.R' 'strip_themed.R' 'strip_nested.R'
'strip_split.R' 'strip_tag.R' 'themes.R' 'utils.R'
'utils_grid.R' 'utils_gtable.R'",NA,NA,NA,NA,NA,2024-12-15 17:20:02 UTC,"A 'ggplot2' extension that does a variety of little
    helpful things.  The package extends 'ggplot2' facets through
    customisation, by setting individual scales per panel, resizing panels
    and providing nested facets.  Also allows multiple colour and fill
    scales per plot. Also hosts a smaller collection of stats, geoms and axis 
    guides.",UTF-8,NA,NA,NA,NA,NA,NA,Teun van den Brand <tahvdbrand@gmail.com>,NA,2024-12-15 16:16:54 UTC; Teun,NA,NA,NA,NA,Hacks for 'ggplot2',NA,"https://github.com/teunbrand/ggh4x,
https://teunbrand.github.io/ggh4x/",NA,knitr,NA,NA,NA,2024-12-15,NA,"apm, BiostatsUHNplus, CCPlotR, deeptime, estimators, ggquickeda, ggseqplot, kitesquare, microdiluteR, PepMapViz, plutor, priorsense, QurvE, sherlock, spicyR",NA,"coveffectsplot, epiCleanr, LMMstar, MicrobiotaProcess, MiscMetabar, nichetools, robustlmm, SCpubr, Voyager",NA,NA,10.32614/CRAN.package.ggh4x
gghalfnorm,1.1.2,NA,R (>= 3.1.0),"ggplot2 (>= 2.0.0), ggrepel (>= 0.6.5)",NA,"covr, testthat",NA,AGPL-3,NA,NA,NA,NA,4e04d4e5428325a6111effa18c7865cb,no,NA,"Nathan Eastwood [aut, cre]","person(""Nathan"", ""Eastwood"", , ""nathan.eastwood@icloud.com"",
    role = c(""aut"", ""cre""))",NA,https://github.com/nathaneastwood/gghalfnorm/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06 11:29:50 UTC,"Reproduce the halfnorm() function found in the 'faraway' package 
    using the 'ggplot2' API.",UTF-8,NA,NA,true,NA,NA,NA,Nathan Eastwood <nathan.eastwood@icloud.com>,NA,2017-06-06 10:44:32 UTC; eastn,NA,NA,NA,NA,Create a Half Normal Plot Using 'ggplot2',Package,https://github.com/nathaneastwood/gghalfnorm,NA,NA,NA,NA,NA,2017-06-06,NA,adas.utils,NA,NA,NA,NA,10.32614/CRAN.package.gghalfnorm
gghalves,0.1.4,NA,"ggplot2 (>= 3.3.6), R (>= 3.3.0)","grid, gtable, grDevices",NA,"knitr, rmarkdown, dplyr",NA,MIT + file LICENSE,NA,NA,NA,NA,586f523fa8444322bca0000809538374,no,NA,"Frederik Tiedemann [aut, cre]","person(""Frederik"", ""Tiedemann"", email = ""fj.tiedemann@googlemail.com"", role = c(""aut"", ""cre""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'utilities.R' 'geom_half_dotplot.R' 'geom_half_boxplot.R'
'geom_half_point.R' 'geom_half_point_panel.R'
'geom_half_violin.R' 'stat-half-bindot.R' 'stat-half-point.R'
'stat-half-ydensity.R' 'ggproto-classes.R'",NA,NA,NA,NA,NA,2022-11-20 11:40:02 UTC,"A 'ggplot2' extension for easy plotting of half-half geom combinations. Think half boxplot and half jitterplot, or half violinplot and half dotplot.",UTF-8,NA,NA,NA,NA,NA,NA,Frederik Tiedemann <fj.tiedemann@googlemail.com>,NA,2022-11-20 11:13:28 UTC; fjtie,NA,NA,NA,NA,Compose Half-Half Plots Using Your Favourite Geoms,NA,https://github.com/erocoar/gghalves,NA,knitr,NA,NA,NA,2022-11-20,NA,"ggcorset, ggrain, nzilbb.vowels, pmxTools, ProteinGymR, scipub, vDiveR",NA,"AlphaMissenseR, MicrobiotaProcess, MiscMetabar, pcutils",NA,NA,10.32614/CRAN.package.gghalves
